16,39,17,39
28,90,29,90
98,43,98,44
94,73,95,73
3,65,4,65
88,0,89,0
40,51,41,51
30,78,30,79
35,55,36,55
7,73,7,74
87,2,88,2
67,41,67,42
40,23,41,23
26,87,27,87
10,93,11,93
41,70,42,70
24,78,25,78
82,12,83,12
4,59,4,60
61,57,61,58
5,65,6,65
91,36,91,37
69,94,70,94
42,55,42,56
81,12,81,13
38,67,39,67
62,80,63,80
67,51,67,52
39,20,40,20
33,49,34,49
56,32,56,33
23,82,23,83
41,88,41,89
44,98,45,98
36,37,36,38
99,91,99,92
5,90,5,91
95,42,96,42
92,38,93,38
53,12,54,12
68,28,69,28
18,12,18,13
93,38,93,39
51,20,51,21
50,22,50,23
27,12,28,12
56,45,56,46
79,9,80,9
86,6,86,7
30,80,30,81
42,56,43,56
77,65,77,66
47,92,47,93
66,37,66,38
14,24,14,25
32,80,33,80
98,10,98,11
16,76,16,77
2,86,2,87
27,77,27,78
81,88,82,88
82,72,82,73
40,92,40,93
66,9,66,10
1,51,2,51
19,64,20,64
63,92,63,93
50,9,50,10
89,27,89,28
10,66,10,67
14,40,14,41
65,74,65,75
72,44,72,45
25,95,25,96
37,38,38,38
44,93,44,94
2,80,3,80
15,38,16,38
56,34,56,35
65,18,65,19
43,64,44,64
78,70,78,71
86,91,87,91
5,0,5,1
82,14,83,14
21,63,21,64
38,36,39,36
88,83,89,83
27,13,27,14
65,64,66,64
46,42,47,42
69,74,69,75
98,1,98,2
12,78,12,79
32,17,33,17
9,69,10,69
8,38,9,38
19,71,19,72
90,22,90,23
43,82,43,83
68,23,69,23
63,96,63,97
52,31,52,32
79,81,80,81
42,10,43,10
72,79,72,80
98,76,98,77
17,83,18,83
29,9,30,9
66,6,66,7
58,24,59,24
6,22,6,23
3,23,4,23
31,22,31,23
95,49,96,49
11,39,11,40
5,18,5,19
66,6,67,6
76,36,76,37
59,3,60,3
93,38,94,38
23,53,23,54
48,1,49,1
49,50,50,50
90,75,91,75
95,26,96,26
8,5,9,5
7,13,7,14
52,15,53,15
18,74,19,74
55,17,55,18
45,47,46,47
28,54,28,55
77,52,77,53
25,12,26,12
78,86,78,87
99,70,99,71
98,22,98,23
56,68,57,68
15,34,16,34
73,9,74,9
28,85,28,86
1,94,1,95
6,55,6,56
75,35,75,36
94,41,94,42
8,98,9,98
55,82,56,82
84,13,85,13
42,87,43,87
96,35,97,35
97,99,98,99
78,27,79,27
88,52,89,52
63,53,64,53
29,40,30,40
3,73,3,74
42,24,42,25
39,50,39,51
97,58,97,59
80,83,81,83
2,76,3,76
1,63,1,64
46,4,46,5
38,68,39,68
89,98,89,99
91,89,92,89
52,56,52,57
72,20,73,20
47,34,48,34
0,61,0,62
65,34,66,34
65,94,65,95
61,27,62,27
54,7,54,8
60,59,61,59
51,16,52,16
76,95,76,96
48,20,49,20
8,70,9,70
7,34,8,34
3,87,4,87
51,24,51,25
76,85,77,85
61,42,61,43
37,63,38,63
50,93,50,94
45,69,46,69
30,21,31,21
15,97,15,98
45,26,46,26
43,18,44,18
58,72,58,73
79,67,79,68
62,91,63,91
23,66,23,67
4,84,4,85
92,34,92,35
39,18,39,19
64,68,65,68
42,48,42,49
73,82,73,83
26,10,27,10
31,15,31,16
25,83,26,83
16,56,17,56
57,83,58,83
63,97,63,98
15,61,15,62
24,29,25,29
97,45,97,46
55,31,56,31
72,71,73,71
60,25,60,26
65,7,66,7
3,7,4,7
97,82,97,83
21,49,21,50
9,55,10,55
46,25,47,25
67,49,68,49
47,96,47,97
31,40,32,40
22,45,23,45
48,16,49,16
84,93,85,93
55,11,56,11
61,50,61,51
57,98,58,98
24,55,24,56
38,98,38,99
58,44,59,44
73,47,74,47
5,17,5,18
80,78,81,78
67,14,67,15
78,52,79,52
60,84,60,85
32,40,33,40
31,95,31,96
8,10,9,10
1,21,2,21
71,59,71,60
23,36,23,37
38,82,39,82
95,20,96,20
32,97,33,97
89,68,90,68
66,85,67,85
82,22,82,23
42,60,43,60
67,61,68,61
73,92,74,92
65,40,65,41
88,70,88,71
51,24,52,24
41,42,42,42
47,50,47,51
44,7,45,7
62,17,62,18
47,75,48,75
41,89,42,89
70,16,70,17
27,0,28,0
26,3,26,4
69,78,70,78
29,94,30,94
28,45,29,45
3,41,4,41
80,38,81,38
67,34,67,35
36,11,37,11
27,6,28,6
86,30,86,31
42,19,42,20
65,60,65,61
49,58,49,59
56,29,57,29
40,12,40,13
41,33,42,33
4,85,4,86
87,78,87,79
90,93,91,93
82,22,83,22
89,50,89,51
55,41,56,41
16,23,16,24
86,74,86,75
95,92,96,92
4,61,5,61
12,76,13,76
3,72,4,72
78,67,78,68
35,95,35,96
33,79,34,79
29,86,30,86
0,40,1,40
95,51,96,51
44,34,45,34
28,98,28,99
21,34,22,34
85,64,85,65
60,13,60,14
17,10,17,11
6,54,7,54
16,81,17,81
40,6,41,6
28,37,28,38
10,98,10,99
52,86,53,86
74,14,74,15
28,15,29,15
9,9,9,10
92,97,92,98
27,61,27,62
37,43,37,44
95,51,95,52
36,85,36,86
75,60,76,60
16,72,17,72
89,91,90,91
38,55,38,56
84,32,84,33
79,92,79,93
84,98,84,99
87,55,88,55
24,52,24,53
27,36,27,37
6,38,7,38
61,96,62,96
22,90,22,91
19,86,19,87
47,64,48,64
57,29,57,30
46,38,47,38
67,25,67,26
28,39,28,40
34,71,35,71
39,1,40,1
31,5,31,6
93,3,94,3
66,69,67,69
57,56,58,56
81,87,82,87
19,18,19,19
41,1,41,2
53,65,54,65
70,22,71,22
78,13,79,13
43,33,43,34
30,75,30,76
85,39,86,39
80,66,80,67
26,60,26,61
59,37,60,37
85,17,85,18
43,15,44,15
84,41,85,41
99,32,99,33
70,94,70,95
76,80,76,81
46,49,47,49
47,8,47,9
81,65,81,66
51,37,51,38
65,5,66,5
54,40,55,40
26,48,26,49
39,5,39,6
86,86,87,86
4,77,4,78
19,48,19,49
90,7,91,7
26,60,27,60
9,33,10,33
24,27,24,28
9,21,9,22
11,13,11,14
79,93,80,93
53,29,53,30
24,24,25,24
92,3,93,3
47,94,48,94
18,25,19,25
78,29,78,30
92,2,92,3
34,5,35,5
37,5,37,6
64,81,65,81
4,86,4,87
3,8,4,8
42,50,42,51
99,95,99,96
39,60,40,60
46,82,46,83
4,15,5,15
59,41,60,41
63,56,63,57
46,8,46,9
14,74,15,74
7,95,8,95
45,93,46,93
62,4,62,5
72,75,73,75
65,10,66,10
70,55,71,55
79,19,79,20
27,63,28,63
61,76,62,76
86,11,87,11
5,53,5,54
69,14,70,14
68,4,68,5
40,19,41,19
8,44,8,45
20,32,21,32
61,85,61,86
7,82,8,82
16,64,17,64
72,66,72,67
52,38,53,38
28,7,28,8
92,48,92,49
10,38,11,38
92,5,92,6
92,53,93,53
3,25,4,25
31,97,31,98
17,69,17,70
82,28,82,29
17,34,17,35
4,5,5,5
93,83,94,83
8,87,8,88
32,60,33,60
62,22,63,22
94,79,94,80
47,51,47,52
64,21,64,22
11,27,11,28
61,77,61,78
7,18,7,19
87,26,88,26
41,54,42,54
19,89,20,89
82,40,83,40
93,50,94,50
87,55,87,56
45,71,46,71
6,69,7,69
73,32,73,33
68,50,68,51
29,29,29,30
37,21,38,21
7,61,8,61
53,95,53,96
67,97,68,97
34,99,35,99
95,97,95,98
74,67,75,67
93,43,94,43
97,68,98,68
2,57,3,57
88,5,89,5
42,29,42,30
72,28,73,28
89,81,89,82
1,39,2,39
40,84,40,85
8,93,8,94
68,68,69,68
32,47,32,48
2,20,3,20
88,91,88,92
11,59,12,59
85,51,86,51
93,21,93,22
41,29,42,29
22,82,23,82
49,21,50,21
51,88,51,89
51,51,51,52
40,5,41,5
0,36,0,37
65,12,65,13
9,84,9,85
5,96,6,96
82,8,82,9
83,25,84,25
49,12,50,12
10,59,10,60
96,86,96,87
31,94,32,94
54,17,55,17
89,76,89,77
66,26,67,26
41,81,42,81
56,58,57,58
88,79,89,79
41,20,42,20
92,18,92,19
83,26,84,26
36,17,37,17
69,70,69,71
0,12,0,13
8,84,8,85
87,42,88,42
52,79,53,79
82,93,82,94
61,66,61,67
76,6,77,6
58,51,59,51
12,34,13,34
94,52,95,52
60,6,60,7
46,16,47,16
23,56,24,56
78,39,79,39
89,30,89,31
56,15,57,15
49,27,49,28
43,21,43,22
65,67,65,68
53,78,53,79
24,9,25,9
55,0,55,1
48,98,49,98
77,52,78,52
79,2,80,2
18,87,18,88
47,67,47,68
60,17,61,17
85,61,86,61
38,18,38,19
36,74,36,75
11,98,11,99
80,76,81,76
57,83,57,84
10,91,10,92
62,77,62,78
97,50,98,50
2,97,3,97
44,40,44,41
9,54,9,55
33,47,34,47
86,0,86,1
69,8,69,9
0,28,1,28
33,91,33,92
33,32,34,32
19,11,20,11
41,87,41,88
82,57,82,58
90,19,90,20
21,30,22,30
49,78,50,78
14,5,14,6
1,48,1,49
40,27,41,27
25,2,26,2
60,96,60,97
1,85,2,85
57,80,57,81
46,68,46,69
77,78,78,78
54,50,54,51
4,84,5,84
0,75,1,75
48,36,48,37
88,42,89,42
79,76,80,76
59,42,59,43
92,55,92,56
90,48,91,48
44,50,45,50
51,91,51,92
95,13,96,13
59,91,60,91
77,59,78,59
89,58,90,58
43,92,43,93
93,78,94,78
26,29,26,30
24,83,25,83
85,36,86,36
72,23,72,24
81,69,82,69
39,22,40,22
51,74,52,74
30,71,30,72
51,9,51,10
52,5,53,5
25,33,25,34
94,27,95,27
59,14,59,15
71,53,72,53
48,42,48,43
48,4,49,4
93,53,94,53
61,15,61,16
59,58,59,59
77,43,78,43
76,74,77,74
19,68,19,69
39,42,40,42
43,44,43,45
91,51,92,51
72,40,73,40
72,95,73,95
25,11,25,12
63,0,63,1
20,12,20,13
39,83,39,84
97,76,98,76
36,40,37,40
89,79,90,79
91,79,92,79
80,29,80,30
73,40,73,41
72,84,72,85
79,18,79,19
48,96,48,97
6,36,7,36
92,27,92,28
87,9,87,10
22,86,23,86
86,36,86,37
69,42,69,43
67,5,68,5
0,73,1,73
97,67,98,67
80,75,80,76
13,7,13,8
25,33,26,33
23,30,23,31
42,52,42,53
24,96,25,96
74,34,75,34
97,6,98,6
52,7,53,7
13,52,13,53
46,7,46,8
63,13,63,14
56,97,56,98
92,42,93,42
26,80,27,80
17,78,18,78
62,58,62,59
84,34,84,35
2,10,3,10
82,93,83,93
67,19,68,19
3,0,3,1
49,2,50,2
27,45,28,45
34,73,34,74
26,69,26,70
71,98,71,99
18,85,19,85
32,69,32,70
76,34,76,35
9,91,9,92
98,57,99,57
10,84,11,84
84,20,85,20
60,29,60,30
6,97,7,97
44,9,45,9
51,19,52,19
65,2,65,3
14,96,14,97
0,30,1,30
24,31,24,32
95,88,95,89
78,49,79,49
27,2,27,3
33,27,34,27
66,45,67,45
43,11,44,11
40,77,41,77
23,20,24,20
3,54,4,54
90,41,91,41
0,94,1,94
20,75,20,76
18,59,19,59
36,49,36,50
69,97,69,98
88,94,89,94
62,67,63,67
15,55,15,56
61,63,61,64
70,24,70,25
49,30,49,31
52,62,53,62
62,71,62,72
63,85,64,85
25,4,26,4
86,54,87,54
81,85,82,85
31,71,32,71
68,78,69,78
6,57,7,57
71,62,72,62
41,43,42,43
16,68,17,68
82,82,82,83
39,34,40,34
62,72,62,73
68,52,69,52
63,95,63,96
86,51,86,52
98,60,99,60
62,5,63,5
79,61,79,62
79,49,80,49
17,88,17,89
74,42,75,42
91,56,91,57
67,9,68,9
91,5,91,6
73,10,74,10
69,3,69,4
52,45,53,45
60,30,61,30
39,93,39,94
4,63,4,64
82,23,82,24
19,5,19,6
41,15,41,16
61,95,61,96
49,53,50,53
84,57,84,58
94,80,95,80
53,33,53,34
87,98,87,99
60,89,60,90
35,75,35,76
96,99,97,99
0,52,1,52
78,43,78,44
54,55,54,56
55,97,55,98
45,86,46,86
14,93,15,93
8,14,8,15
42,35,42,36
17,62,17,63
89,35,90,35
79,4,79,5
57,25,57,26
58,25,59,25
61,95,62,95
5,70,6,70
74,47,75,47
66,28,66,29
1,67,1,68
92,94,92,95
17,48,18,48
76,6,76,7
39,38,39,39
58,81,59,81
96,30,97,30
82,79,82,80
92,93,93,93
69,5,70,5
23,42,24,42
10,85,10,86
90,4,90,5
77,23,78,23
34,95,34,96
60,26,60,27
52,2,53,2
85,45,86,45
63,8,63,9
48,24,48,25
57,66,58,66
27,55,27,56
37,3,37,4
19,8,19,9
76,89,76,90
49,96,49,97
0,62,1,62
36,68,37,68
3,60,4,60
6,9,6,10
61,68,61,69
90,21,90,22
61,65,62,65
69,12,70,12
53,75,54,75
64,64,65,64
77,48,78,48
85,48,86,48
12,62,12,63
80,8,81,8
34,82,35,82
29,21,30,21
82,30,82,31
34,76,35,76
13,9,13,10
31,60,32,60
21,36,21,37
0,65,0,66
57,87,57,88
92,40,92,41
43,29,44,29
85,61,85,62
14,62,15,62
35,53,36,53
24,61,24,62
53,77,54,77
81,6,81,7
18,43,19,43
56,82,56,83
71,83,71,84
87,41,88,41
51,58,52,58
92,45,92,46
65,23,66,23
96,62,97,62
82,1,83,1
53,50,54,50
65,46,65,47
38,53,38,54
72,67,73,67
76,47,76,48
29,33,30,33
4,80,5,80
32,32,33,32
48,31,49,31
71,52,72,52
20,27,21,27
16,3,17,3
45,50,46,50
50,8,51,8
13,19,13,20
49,88,49,89
20,98,20,99
3,10,3,11
84,86,85,86
98,65,99,65
69,82,69,83
27,52,28,52
13,26,13,27
86,8,87,8
52,61,53,61
16,30,17,30
18,27,18,28
7,90,7,91
57,86,58,86
22,69,22,70
95,91,96,91
65,89,66,89
82,96,82,97
61,12,62,12
6,4,6,5
16,11,16,12
46,40,47,40
95,18,95,19
60,48,60,49
2,15,2,16
70,24,71,24
21,91,22,91
20,86,20,87
14,7,15,7
38,67,38,68
55,68,56,68
32,32,32,33
36,93,36,94
1,21,1,22
69,59,69,60
17,2,17,3
5,11,6,11
44,88,44,89
32,15,32,16
16,75,17,75
63,0,64,0
16,71,16,72
89,72,90,72
35,41,35,42
42,60,42,61
86,21,87,21
33,84,34,84
42,5,43,5
83,60,83,61
42,4,42,5
76,97,76,98
60,23,61,23
13,17,13,18
14,47,15,47
33,24,34,24
28,69,29,69
11,54,12,54
21,2,21,3
22,96,23,96
95,95,95,96
61,1,62,1
32,12,33,12
27,38,28,38
54,72,55,72
4,87,4,88
63,55,63,56
52,65,53,65
22,10,23,10
44,95,44,96
44,48,45,48
94,20,94,21
46,58,47,58
30,35,30,36
40,96,40,97
3,27,3,28
92,31,93,31
37,60,38,60
30,79,30,80
31,61,32,61
57,0,58,0
62,21,63,21
64,48,65,48
78,74,79,74
86,31,87,31
51,6,51,7
53,30,54,30
54,73,55,73
36,1,37,1
70,0,71,0
96,52,97,52
38,10,39,10
77,61,78,61
90,88,91,88
34,14,34,15
27,89,28,89
12,86,13,86
53,88,54,88
66,19,67,19
13,6,13,7
58,2,59,2
13,13,13,14
13,27,14,27
14,12,15,12
12,98,12,99
24,7,25,7
46,22,47,22
9,37,10,37
64,5,65,5
45,73,45,74
22,75,22,76
55,85,56,85
50,62,51,62
46,60,47,60
82,21,83,21
16,6,17,6
62,32,63,32
98,4,98,5
21,5,21,6
51,47,51,48
47,81,48,81
6,52,7,52
22,90,23,90
38,19,38,20
34,43,35,43
11,5,12,5
71,16,72,16
33,57,34,57
1,66,1,67
58,45,59,45
90,82,91,82
3,52,3,53
13,69,13,70
95,33,95,34
67,68,67,69
13,91,13,92
86,93,87,93
47,83,47,84
34,70,34,71
7,97,8,97
85,57,85,58
14,46,14,47
82,33,82,34
45,38,46,38
70,68,70,69
89,53,89,54
46,67,46,68
81,63,82,63
93,0,94,0
90,61,90,62
41,76,41,77
13,2,14,2
55,86,56,86
83,74,84,74
59,7,60,7
95,13,95,14
64,34,64,35
22,98,23,98
35,37,36,37
9,6,10,6
8,16,8,17
96,61,97,61
86,1,86,2
81,85,81,86
34,11,35,11
28,64,29,64
27,70,28,70
48,3,48,4
66,93,67,93
83,70,84,70
63,77,63,78
48,57,48,58
41,58,42,58
88,91,89,91
57,61,57,62
32,68,33,68
79,69,80,69
5,34,6,34
20,96,20,97
51,7,51,8
17,63,18,63
51,92,52,92
74,93,74,94
24,58,25,58
70,3,71,3
18,50,19,50
57,41,58,41
28,20,29,20
43,68,44,68
48,55,49,55
71,19,71,20
88,75,89,75
83,86,84,86
86,23,86,24
70,50,71,50
74,46,75,46
84,2,84,3
41,75,41,76
20,16,20,17
80,96,80,97
37,83,38,83
0,2,1,2
94,95,94,96
63,83,63,84
65,34,65,35
35,24,36,24
87,84,88,84
80,29,81,29
58,45,58,46
13,33,14,33
72,83,72,84
9,1,9,2
28,19,28,20
53,62,53,63
24,30,24,31
69,38,69,39
36,38,37,38
52,50,53,50
44,26,44,27
57,28,57,29
29,14,30,14
21,28,22,28
34,83,34,84
77,50,78,50
3,82,4,82
44,43,44,44
54,60,55,60
82,40,82,41
37,15,37,16
56,54,56,55
24,44,25,44
57,20,58,20
94,26,95,26
55,28,56,28
73,17,74,17
86,20,86,21
63,52,63,53
49,75,50,75
17,47,17,48
58,65,59,65
13,23,13,24
51,63,52,63
6,28,7,28
73,16,73,17
10,49,11,49
42,32,43,32
61,48,62,48
56,75,56,76
40,33,40,34
21,60,21,61
39,41,40,41
88,0,88,1
58,72,59,72
83,90,84,90
3,50,3,51
80,61,81,61
32,79,32,80
64,15,64,16
17,36,17,37
33,1,33,2
34,19,34,20
29,95,30,95
52,46,52,47
69,49,69,50
36,47,36,48
26,70,27,70
68,1,68,2
67,64,67,65
37,62,37,63
51,22,52,22
89,12,90,12
26,88,26,89
25,14,26,14
71,34,71,35
42,53,42,54
37,92,37,93
83,3,84,3
6,41,6,42
18,2,19,2
42,42,42,43
15,64,15,65
29,31,29,32
98,7,98,8
6,88,7,88
72,73,72,74
72,92,72,93
8,77,9,77
56,72,56,73
48,71,49,71
37,44,37,45
88,30,89,30
91,88,92,88
72,25,72,26
0,75,0,76
85,75,85,76
14,79,14,80
47,93,48,93
86,85,86,86
95,14,96,14
62,83,62,84
35,55,35,56
27,2,28,2
49,59,50,59
80,98,81,98
81,53,82,53
80,12,81,12
83,98,84,98
63,35,63,36
48,5,48,6
25,60,26,60
17,38,17,39
55,37,56,37
79,52,80,52
12,5,13,5
58,61,58,62
61,97,61,98
59,53,60,53
38,86,39,86
19,7,20,7
94,52,94,53
82,41,83,41
81,44,81,45
32,56,32,57
3,26,3,27
92,79,93,79
15,66,15,67
37,68,38,68
93,69,93,70
19,72,20,72
72,31,72,32
73,38,73,39
40,71,41,71
63,91,63,92
46,41,46,42
59,55,59,56
93,7,94,7
19,24,20,24
86,30,87,30
92,35,92,36
75,32,75,33
9,8,9,9
70,66,71,66
53,53,54,53
80,28,80,29
85,34,85,35
78,1,78,2
93,2,94,2
26,63,27,63
15,33,15,34
41,16,42,16
78,87,78,88
7,75,7,76
84,17,85,17
69,53,69,54
73,65,73,66
75,54,75,55
48,88,48,89
92,60,93,60
68,10,69,10
35,34,35,35
99,27,99,28
40,36,40,37
46,54,47,54
49,54,50,54
43,88,43,89
45,10,45,11
60,19,61,19
90,58,90,59
33,29,34,29
13,10,13,11
15,98,16,98
44,4,45,4
32,23,33,23
27,96,27,97
89,54,89,55
59,60,60,60
82,1,82,2
93,84,93,85
83,41,84,41
98,66,98,67
27,71,27,72
18,15,18,16
92,33,92,34
56,4,56,5
21,97,22,97
95,21,95,22
86,9,86,10
27,62,27,63
54,22,55,22
68,85,69,85
62,16,63,16
72,54,73,54
4,37,4,38
55,93,55,94
64,86,65,86
94,91,95,91
77,75,77,76
45,44,45,45
88,69,89,69
77,77,77,78
22,62,22,63
57,56,57,57
23,70,23,71
42,5,42,6
51,28,51,29
60,54,61,54
0,84,0,85
53,44,54,44
52,93,52,94
0,46,1,46
10,29,11,29
76,96,76,97
14,21,14,22
27,82,27,83
66,5,66,6
71,94,72,94
9,95,10,95
87,28,88,28
44,85,44,86
72,2,73,2
21,88,21,89
32,74,32,75
85,15,86,15
60,31,61,31
89,89,89,90
12,59,12,60
77,17,77,18
73,61,74,61
68,94,68,95
15,46,16,46
36,69,36,70
1,22,1,23
45,14,45,15
35,25,36,25
41,4,42,4
28,20,28,21
24,13,24,14
23,72,24,72
52,87,52,88
4,68,4,69
86,49,87,49
40,48,41,48
69,45,69,46
48,68,48,69
13,87,13,88
84,17,84,18
65,98,66,98
5,15,5,16
76,23,77,23
60,0,60,1
6,82,6,83
2,40,3,40
80,90,80,91
5,5,6,5
97,46,97,47
30,65,31,65
7,56,7,57
72,4,73,4
33,97,34,97
44,36,45,36
18,89,18,90
26,58,27,58
96,8,96,9
20,17,21,17
63,37,63,38
76,55,77,55
71,86,72,86
77,17,78,17
75,7,75,8
79,45,80,45
97,20,98,20
61,23,61,24
71,46,71,47
83,74,83,75
56,33,57,33
59,0,59,1
23,26,23,27
17,86,18,86
14,82,14,83
84,39,85,39
49,26,49,27
70,32,70,33
21,32,21,33
88,28,88,29
85,35,85,36
94,63,94,64
34,89,34,90
68,19,69,19
25,75,25,76
60,23,60,24
58,80,59,80
95,42,95,43
8,85,9,85
11,8,11,9
38,2,39,2
23,60,24,60
14,31,14,32
60,5,61,5
14,83,15,83
29,98,29,99
25,39,26,39
98,38,99,38
14,57,15,57
66,77,66,78
38,99,39,99
81,1,82,1
11,90,12,90
9,61,10,61
84,92,85,92
51,73,52,73
66,49,67,49
26,75,26,76
65,44,65,45
12,5,12,6
94,21,94,22
55,33,55,34
62,91,62,92
90,76,91,76
69,50,70,50
11,98,12,98
98,72,98,73
40,70,41,70
24,15,24,16
6,15,7,15
19,7,19,8
93,67,93,68
54,57,54,58
49,1,49,2
42,49,43,49
66,88,67,88
1,49,2,49
23,76,23,77
76,83,77,83
36,18,37,18
37,45,38,45
95,55,95,56
8,88,8,89
81,64,81,65
3,73,4,73
7,46,8,46
46,75,47,75
91,69,92,69
31,30,32,30
36,25,36,26
61,16,61,17
24,64,25,64
6,94,7,94
85,44,86,44
55,55,56,55
50,39,50,40
76,72,77,72
77,66,77,67
90,47,91,47
76,74,76,75
7,27,7,28
10,10,11,10
5,73,6,73
39,0,39,1
22,73,23,73
96,6,96,7
95,69,95,70
18,53,18,54
92,32,93,32
41,29,41,30
2,3,2,4
18,8,19,8
81,61,81,62
69,54,70,54
33,66,33,67
0,77,1,77
81,9,81,10
43,84,44,84
43,18,43,19
46,17,46,18
69,88,69,89
68,8,68,9
31,1,31,2
93,31,93,32
69,52,69,53
13,12,14,12
92,51,93,51
33,62,33,63
45,16,46,16
48,83,48,84
12,85,13,85
24,64,24,65
8,27,9,27
67,0,68,0
74,78,75,78
27,75,28,75
65,50,65,51
92,41,93,41
83,48,83,49
9,7,9,8
53,16,53,17
16,38,16,39
31,74,32,74
67,60,67,61
37,52,38,52
9,87,10,87
86,92,87,92
48,78,48,79
3,3,3,4
36,29,36,30
45,2,45,3
90,55,90,56
76,14,76,15
71,73,72,73
17,90,18,90
96,71,96,72
32,5,32,6
40,92,41,92
34,34,34,35
2,62,3,62
73,85,73,86
24,87,25,87
82,64,82,65
12,28,13,28
72,51,73,51
81,17,81,18
97,77,98,77
61,19,61,20
20,60,21,60
60,35,61,35
91,22,92,22
92,32,92,33
84,56,85,56
21,51,21,52
27,10,27,11
40,21,40,22
45,41,45,42
2,96,2,97
35,12,36,12
54,47,54,48
81,86,81,87
76,54,77,54
63,47,64,47
94,53,95,53
56,53,57,53
95,22,96,22
38,23,39,23
50,70,50,71
72,14,72,15
0,28,0,29
77,72,77,73
61,2,61,3
53,58,53,59
4,14,5,14
56,60,56,61
37,51,37,52
78,48,78,49
81,78,81,79
50,86,51,86
96,37,97,37
26,13,26,14
85,72,86,72
92,29,93,29
43,98,43,99
77,41,77,42
54,91,55,91
94,22,94,23
1,79,2,79
2,37,2,38
86,41,86,42
47,72,48,72
55,30,56,30
66,23,66,24
15,3,15,4
80,54,80,55
78,68,79,68
21,1,21,2
79,24,79,25
11,92,12,92
75,10,76,10
86,69,87,69
91,0,91,1
16,62,16,63
50,10,50,11
20,55,20,56
71,42,72,42
42,23,42,24
64,91,65,91
24,67,25,67
32,2,33,2
59,93,59,94
85,91,85,92
60,75,60,76
64,16,65,16
7,16,8,16
44,14,44,15
82,4,83,4
39,4,40,4
32,64,32,65
41,98,41,99
18,37,18,38
14,34,15,34
84,8,85,8
18,35,19,35
19,56,19,57
32,50,32,51
35,42,35,43
69,58,70,58
54,93,54,94
25,71,26,71
94,54,95,54
75,4,76,4
1,19,2,19
78,92,79,92
95,34,95,35
17,65,17,66
49,85,50,85
67,85,67,86
91,56,92,56
41,48,42,48
90,67,91,67
12,10,12,11
93,72,93,73
60,34,60,35
94,9,94,10
81,21,81,22
48,0,48,1
96,84,97,84
49,8,49,9
36,5,37,5
41,40,42,40
22,49,23,49
36,20,37,20
99,39,99,40
20,78,21,78
35,67,36,67
78,21,79,21
28,68,29,68
67,14,68,14
83,20,83,21
92,86,92,87
20,79,21,79
65,26,66,26
95,33,96,33
40,39,41,39
85,81,86,81
40,35,40,36
50,67,50,68
34,7,34,8
70,94,71,94
49,81,50,81
34,64,34,65
97,9,97,10
14,24,15,24
42,85,43,85
69,6,69,7
39,57,40,57
96,86,97,86
2,12,2,13
20,20,20,21
60,35,60,36
85,46,85,47
51,14,52,14
80,53,80,54
27,86,27,87
34,93,34,94
15,72,16,72
14,71,14,72
63,67,63,68
76,51,77,51
84,6,85,6
90,23,90,24
16,15,16,16
18,54,18,55
70,96,70,97
68,63,69,63
29,88,29,89
90,87,91,87
42,90,43,90
20,77,21,77
